modes,coeffGD,coeffLSGD
1,-1.7437058493689414e-05,-9.592916864168896e-06
2,-3.325095227717234e-05,4.4855269120125385e-06
3,2.857980237602753e-05,-1.5373995820855413e-07
4,-0.00019505018839982569,-8.329817902108516e-07
5,4.7099871656630654e-05,2.8274579296772018e-05
6,-8.000935956758992e-05,3.714697366874464e-05
7,9.24055292396142e-05,9.923511631496074e-05
8,-0.0010414916528090346,-0.00046149754472302185
9,0.0005956042658563504,-0.0009455379882995843
10,0.0007663270167381012,0.001905187936893496
11,-0.0012639583680404617,0.0004836029183600474
12,-0.003655272665947208,0.0004349507109258112
13,0.0044020216433578625,6.518769686173626e-05
14,0.003114396155883759,-0.0006189446059223502
15,0.0010121915771741027,0.00015998037856639405
16,0.0028274725803955764,-0.0008837894082235429
17,-0.0034960380583016343,0.00026223800610135004
18,0.004050833452987539,-0.0008771607691638143
19,-0.005089561546223222,0.00031908979281636274
20,0.004798001304395115,-0.0007994513247694349
21,-0.004678598985392732,0.00033708640901178744
22,0.00406443206330175,-0.0007103680778986383
23,-0.003787195457235845,0.00033230021419351687
24,0.003168431179321353,-0.0006270114367300976
25,-0.0031234231571134483,0.0003161465430456308
26,0.002626534537280212,-0.0005535076581118905
27,-0.002706702403490008,0.0002952747245217298
28,0.0022892499664076095,-0.0004902317575199424
29,-0.002397852601122001,0.0002730827711290864
30,0.0020197201329097553,-0.00043596576954555745
31,-0.0021331789243693717,0.00025119745534498425
32,0.0017875049922841948,-0.00038943264991028173
33,-0.001903170460657657,0.00023083130775456437
34,0.0015898018916323013,-0.0003497450600355575
35,-0.0017062856454918142,0.0002119828129787428
36,0.0014227002575022644,-0.0003152996016320274
37,-0.0015372823264753087,0.00019460566807254437
38,0.0012805677659149682,-0.0002855423260605741
39,-0.0013919588016228493,0.00017946636903522
40,0.0011584461342578917,-0.0002599893736977836
41,-0.0012659232901115981,0.00016520512437423712
42,0.0010529121484999322,-0.0002369705874833341
43,-0.0011555334690085469,0.00015255385868897554
44,0.0009611147842791112,-0.00021713176918703456
45,-0.0010592470787866757,0.00014131087054788678
46,0.0008806734178981893,-0.0001997081728412548
47,-0.0009740960705183611,0.00013084724913059237
48,0.0008096717808357824,-0.00018393253505539966
49,-0.0008985087189252552,0.0001219012241276574
50,0.0007471474908258993,-0.00017064707136747715
51,-0.0008315256045577947,0.00011372306275817868
52,0.0006915266948555829,-0.00015818589801537683
53,-0.0007718699816770967,0.00010611868894392154
54,0.000641768844804179,-0.0001469873792314079
55,-0.0007176546132842082,9.920735430399069e-05
56,0.0005971974067651182,-0.0001372953890681934
57,-0.0006698569895949812,9.309838604600572e-05
58,0.0005579649984882788,-0.00012805173171672498
59,-0.0006263955442024135,8.66841706284755e-05
60,0.0005208550791147972,-0.00011954873708989262
61,-0.0005864847318231739,8.184591437092998e-05
62,0.0004885585248623927,-0.00011243924240784996
63,-0.0005508430656611534,7.70066309965995e-05
64,0.0004588187429410622,-0.00010542364270553137
65,-0.0005179863747681846,7.246891649576699e-05
66,0.00043201645615170714,-9.935482096842915e-05
67,-0.00048825827071522756,6.906823698515983e-05
68,0.00040660524832611243,-9.379056002041162e-05
69,-0.000460237111332408,6.478711023732194e-05
70,0.0003836335409594558,-8.957537740481947e-05
71,-0.0004349011924704927,6.242252954863066e-05
72,0.00036235779890256395,-8.388490198035607e-05
73,-0.000411179437973425,5.816136499921091e-05
74,0.00034142794904065004,-7.937555053410487e-05
75,-0.0003897921712354834,5.5864179201651e-05
76,0.0003261869515976633,-7.652297890973526e-05
77,-0.00037115547541534584,5.3225825664847046e-05
78,0.0003104663852965755,-7.042156949680766e-05
79,-0.0003530025477011008,4.9057204502871426e-05
80,0.0002941763278599027,-6.847256101085233e-05
81,-0.00033492829987604746,4.9155533933648216e-05
82,0.0002806252933478243,-6.628290019949131e-05
83,-0.0003193210073664363,4.6169684267236065e-05
84,0.00026715505847559615,-6.20415703257933e-05
85,-0.00030489153987718403,4.397355290384488e-05
86,0.0002538023772547945,-5.902582048270921e-05
87,-0.000290194189750739,4.0953149206909725e-05
88,0.00024171726845393512,-5.6659866858738194e-05
89,-0.0002784359382534545,4.038023570174953e-05
90,0.00023469742351748036,-5.3432100627464436e-05
91,-0.0002684439624896235,3.850636122541498e-05
92,0.00022364948092902683,-5.319757930345731e-05
93,-0.0002568294419383807,3.7431173310033033e-05
94,0.00021329113434717642,-4.8739510604985765e-05
95,-0.00024408277551393645,3.5141286666131027e-05
96,0.00020704215430492723,-4.738566542631528e-05
97,-0.00023493663718461295,3.088883247475343e-05
98,0.0001930457851275687,-4.387830337655111e-05
99,-0.00022320815588757642,3.090857528609281e-05
100,0.00018685020841904931,-4.162594863928252e-05
101,-0.00021190606180720447,2.9890543935983305e-05
102,0.0001818114971151669,-4.316359842470273e-05
103,-0.00021013229918740247,3.096212462633339e-05
104,0.0001730109374756033,-4.182522743843126e-05
105,-0.00020100033821171922,3.2087546290863924e-05
106,0.00016869288691867342,-4.0827720285387386e-05
107,-0.00019326519975493452,2.7575396775067127e-05
108,0.00016192981689480983,-3.73157253132551e-05
109,-0.00018731433544315996,2.748990712683126e-05
110,0.00015519983387915812,-3.575327343886684e-05
111,-0.00017849659567943595,2.4015367529550853e-05
112,0.00015201467460679492,-3.206757566606716e-05
113,-0.00017339181630044072,2.3322531042964395e-05
114,0.00014474503148551043,-3.4023366344459484e-05
115,-0.0001667081904329579,2.650287962613476e-05
116,0.0001412316427341539,-3.504276844798479e-05
117,-0.00016554550704415727,2.299633170657606e-05
118,0.0001396025338019335,-3.339484580266815e-05
119,-0.00016020093207800293,2.75692768160957e-05
120,0.00013156517014102767,-3.216577483332588e-05
121,-0.00014956606921410397,2.1077020090781728e-05
122,0.0001241547069313,-2.8445668596519853e-05
123,-0.00014707586735073034,2.1806884702086493e-05
124,0.00012864262796525824,-2.9746483727976792e-05
125,-0.00014374156026523014,1.9063168353211245e-05
126,0.00011524056267850133,-2.5894839876611366e-05
127,-0.00013172565822874014,1.720924302791183e-05
128,0.00011374668212372605,-2.9738060187886487e-05
129,-0.00013650952854351485,2.2126093907083388e-05
130,0.00011834592530562247,-2.616033299545728e-05
131,-0.00012907038368145947,1.3777159177773691e-05
132,0.00010441497852266069,-1.9083704242022344e-05
133,-0.0001253474210887462,1.890272709296551e-05
134,0.0001098751315181736,-2.1225542592263967e-05
135,-0.0001302122150010449,1.1641417287138904e-05
136,0.00010920639001048074,-1.696694355157136e-05
137,-0.00011984016230839978,1.30126082694131e-05
138,0.00010042275712611229,-2.52340899516364e-05
139,-0.00011997771850624537,2.647760496846715e-05
140,9.715451278679688e-05,-3.2063971352158194e-05
141,-0.00010332915058103249,1.6095769029871563e-05
142,8.535982489174739e-05,-2.2243117297666558e-05
143,-0.00010748442029499271,2.1971829377292318e-05
144,9.095997780030602e-05,-2.444336302851954e-05
145,-0.00010460085510455414,1.591307772778975e-05
146,8.635375555937307e-05,-2.307416035984017e-05
147,-0.00010139949818545966,1.3765646729926937e-05
148,8.746837869489754e-05,-1.073209430781067e-05
149,-0.00010399593980767725,7.184444309517188e-06
150,8.761983192944565e-05,-2.0389875786755695e-05
151,-9.171192368679786e-05,2.1995139463400337e-05
152,7.789324922796373e-05,-3.201919030309958e-05
153,-9.487810190201917e-05,2.0482280103402818e-05
154,8.428489376214084e-05,-9.330630494641651e-06
155,-9.181386203633532e-05,-1.6452507554775414e-06
156,6.221288539988648e-05,-2.8670094012542686e-05
157,-8.488791755602602e-05,3.316170597694997e-05
158,7.904961156335357e-05,-2.669866183858282e-05
159,-8.599484024712287e-05,1.0126118833570823e-05
160,7.043192223904046e-05,-3.6901880530427968e-06
161,-8.648422214921936e-05,1.0530435382435693e-05
162,6.982068831451796e-05,-2.8062311487805347e-05
163,-8.323394966073908e-05,2.5144062792029905e-05
164,8.651923460601298e-05,-1.5907030307447668e-05
165,-8.746851699998481e-05,6.849831655101951e-07
166,5.9991216999709565e-05,-6.182057337520626e-06
167,-8.117542322870425e-05,5.166043440156187e-06
168,6.585447460415183e-05,-2.1248853869070214e-05
169,-7.850934131942992e-05,6.0869204765863055e-06
170,7.133968191034288e-05,-2.0750201274186895e-06
171,-7.714078443070217e-05,-3.568798187254373e-08
172,5.0875458731953875e-05,-9.836697753981294e-06
173,-6.127130559969189e-05,1.4620765922355398e-05
174,6.768268755322821e-05,-1.9030501393453976e-05
175,-7.200945751752585e-05,1.8464247988371244e-05
176,7.653095120893795e-05,-1.5128574528076218e-05
177,-8.021385155041673e-05,1.3479975904591998e-05
178,5.2069526708869396e-05,-1.1431976171520373e-05
179,-7.166956595437463e-05,1.2132625820243241e-06
180,8.129660031743075e-05,7.189858989648036e-06
181,-8.641569224271946e-05,-1.914927566651616e-06
182,5.3769376465152e-05,-9.753012857760077e-06
183,-6.58441988281241e-05,-1.9010352803061365e-06
184,3.819401114361788e-05,-1.0509268392676197e-05
185,-5.062014334309713e-05,7.2401751826610666e-06
186,5.2549847002353144e-05,-2.648665994654376e-05
187,-4.69523022754837e-05,3.86760979250436e-05
188,4.0933591532692725e-05,-2.8633991976590993e-05
189,-6.99301427898532e-05,1.7543187783720232e-06
190,5.520132150529549e-05,-1.1493796377450889e-05
191,-6.145303492998934e-05,2.189170538346893e-05
192,6.471505501841324e-05,-8.664051248045938e-06
193,-6.919436489630343e-05,3.3533653611680843e-06
194,6.131097669075828e-05,-2.857417277243564e-06
195,-7.976507139823173e-05,-1.0106059846368151e-05
196,5.696537949777716e-05,-1.4733441527587247e-05
197,-5.3038280370505285e-05,2.386348870581079e-05
198,5.7003204874264285e-05,-3.4254815471753466e-06
199,-6.253562453183503e-05,-1.6293688740572605e-05
200,3.709133134478637e-05,2.0392209215318535e-06
201,-3.3842260677531134e-05,-1.6321759939695477e-06
202,2.471773823430882e-05,-1.4587390484616865e-05
203,-4.5289660588055603e-05,2.0969562410260326e-05
204,4.5742154623232793e-05,-6.975492283610977e-06
205,-4.1105438529132014e-05,1.9612103961870892e-06
206,1.8832313539351253e-05,-1.7226497546758785e-05
207,-1.949754902869983e-05,1.721766313033856e-05
208,3.505388830772113e-05,-2.254803240199683e-05
209,-5.6126813211167606e-05,2.438985603519218e-05
210,4.226410209449878e-05,-5.140335536057104e-06
211,-4.337938419235541e-05,-2.5506108221803327e-05
212,2.8551897421738977e-05,4.175304628115423e-06
213,-4.286469897302784e-05,2.3650920058366495e-05
214,4.463478769801381e-05,-4.740168473702376e-05
215,-7.617240413575554e-05,4.389054360584021e-05
216,5.800355322176718e-05,-2.4837484481930993e-05
217,-7.131820494964006e-05,9.75142651615621e-06
218,7.296446814350354e-05,-1.1539938183145198e-05
219,-6.47957513017567e-05,1.9430533611207245e-05
220,5.347048614516457e-05,-2.653287792086274e-05
221,-4.7737797764288325e-05,5.21019405497108e-06
222,4.59298963012408e-05,5.3270875640766e-06
223,-2.3414923910387435e-05,-3.2839339055185134e-07
224,1.905209610629168e-05,9.094934080601215e-06
225,-2.6773523782168824e-05,-8.725437488270405e-06
226,1.7685255271235686e-05,9.690655890080594e-06
227,-4.208785886825979e-05,3.592878189282091e-05
228,3.576825449999591e-05,-5.0503912042288305e-05
229,-6.301022763023043e-05,9.700119520329972e-06
230,5.0109005766556e-05,7.413317447032025e-06
231,-6.463290289112595e-05,-1.631954700672154e-05
232,5.456046917548256e-05,-1.4902642521901434e-05
233,-7.532280924463706e-05,4.631232026219781e-06
234,5.9119544625211426e-05,-4.240978045601834e-05
235,-1.6241914110319715e-05,2.1429729919473382e-05
236,1.967137309931734e-05,1.4675437233739738e-05
237,-4.9797234871293094e-05,-1.5145715402174016e-05
238,3.1810748208359204e-05,2.8893568476834602e-05
239,-1.705828655690889e-05,-3.5233131443605464e-06
240,1.2502380744637705e-05,-5.252373701666044e-06
241,3.385774362834633e-08,2.8486543212175255e-05
242,7.306762625428466e-08,1.564083250192118e-05
243,-2.4310389351476782e-05,-4.724143875748957e-05
244,2.1647142810242396e-05,-3.897841569739548e-06
245,-1.5683410335876252e-05,1.9279705858995246e-05
246,2.3797447948232756e-05,-3.2083190669757284e-05
247,-4.0802223015344995e-05,-1.5821475437314406e-05
248,2.9726462773866607e-05,6.902947861708267e-06
249,-2.7318887187878133e-05,-7.032509229300271e-06
250,2.478799064666161e-05,-5.1163680536575245e-05
251,-7.517022676622356e-05,6.921767834915727e-05
252,5.1342592733385734e-05,6.609314947872758e-06
253,-8.626969769723321e-06,-1.4614752356539508e-05
254,1.8886346108224215e-06,-2.3883771143974463e-05
255,-2.4842902318527137e-05,6.723233032357811e-05
256,5.000470493944058e-05,-3.1612230719502634e-05
